epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,5723.54,1.10639,1.54568,0.79422,0.26617,0.07909,0.03674,0.02612,1.50334,5.13946,0.6873,2.222e-05,2.222e-05,2.222e-05
52,5840.53,1.11764,1.53297,0.79416,0.23816,0.09055,0.03555,0.02524,1.48725,5.24186,0.68767,2.17844e-05,2.17844e-05,2.17844e-05
53,5957.44,1.1016,1.49571,0.79508,0.23385,0.07187,0.03593,0.02591,1.50217,5.18055,0.68721,2.13488e-05,2.13488e-05,2.13488e-05
54,6073.62,1.12482,1.53012,0.79557,0.28459,0.08907,0.0412,0.02829,1.48691,5.24054,0.68773,2.09132e-05,2.09132e-05,2.09132e-05
55,6189.77,1.11352,1.498,0.79413,0.2334,0.071,0.03898,0.02748,1.48517,5.29758,0.68779,2.04776e-05,2.04776e-05,2.04776e-05
56,6305.84,1.11805,1.50309,0.7942,0.24952,0.09606,0.04061,0.02828,1.48322,5.1011,0.68517,2.0042e-05,2.0042e-05,2.0042e-05
57,6422.11,1.11025,1.48738,0.79533,0.24042,0.10286,0.04155,0.02906,1.48102,5.1322,0.68632,1.96064e-05,1.96064e-05,1.96064e-05
58,6538.39,1.11567,1.47084,0.79381,0.25229,0.09371,0.04849,0.03278,1.46936,5.27548,0.68592,1.91708e-05,1.91708e-05,1.91708e-05
59,6654.84,1.09754,1.43729,0.7975,0.22649,0.0943,0.04368,0.03126,1.48745,5.31138,0.6877,1.87352e-05,1.87352e-05,1.87352e-05
60,6770.76,1.12048,1.43094,0.79525,0.26973,0.0846,0.04188,0.02893,1.48169,5.1765,0.68503,1.82996e-05,1.82996e-05,1.82996e-05
61,6886.6,1.10388,1.42883,0.79124,0.24954,0.08175,0.04621,0.03136,1.48562,5.25293,0.68581,1.7864e-05,1.7864e-05,1.7864e-05
62,7003.62,1.09847,1.43063,0.79195,0.2526,0.0928,0.04357,0.02976,1.47919,5.25174,0.68652,1.74284e-05,1.74284e-05,1.74284e-05
63,7120.48,1.10925,1.43424,0.79554,0.24968,0.08555,0.04171,0.02873,1.47483,5.25808,0.68643,1.69928e-05,1.69928e-05,1.69928e-05
64,7237.49,1.09817,1.41326,0.79763,0.25802,0.08746,0.046,0.03129,1.46404,5.21563,0.68586,1.65572e-05,1.65572e-05,1.65572e-05
65,7354.7,1.1079,1.40656,0.79106,0.2601,0.08301,0.04616,0.03108,1.47585,5.23951,0.68596,1.61216e-05,1.61216e-05,1.61216e-05
66,7471.56,1.10156,1.39222,0.79256,0.25301,0.11262,0.05314,0.03636,1.47518,5.13359,0.6865,1.5686e-05,1.5686e-05,1.5686e-05
67,7588.52,1.11084,1.38744,0.79302,0.27218,0.09604,0.04576,0.03046,1.47032,5.13471,0.68687,1.52504e-05,1.52504e-05,1.52504e-05
68,7705.51,1.10579,1.37428,0.79237,0.25498,0.09253,0.0472,0.03155,1.46625,5.1736,0.68562,1.48148e-05,1.48148e-05,1.48148e-05
69,7822.22,1.096,1.35603,0.79071,0.24087,0.08835,0.04713,0.03128,1.47094,5.10257,0.68636,1.43792e-05,1.43792e-05,1.43792e-05
70,7939.07,1.09412,1.36165,0.79552,0.22964,0.09281,0.04756,0.03107,1.47878,5.07977,0.6865,1.39436e-05,1.39436e-05,1.39436e-05
71,8049.28,1.08419,1.36037,0.79387,0.23584,0.09217,0.04552,0.02986,1.47537,5.16313,0.68582,1.3508e-05,1.3508e-05,1.3508e-05
72,8158.01,1.08879,1.31678,0.79249,0.33046,0.06061,0.04564,0.02999,1.46272,5.18736,0.68538,1.30724e-05,1.30724e-05,1.30724e-05
73,8267.06,1.09756,1.3466,0.7967,0.29382,0.07104,0.04621,0.03059,1.46982,5.05144,0.68592,1.26368e-05,1.26368e-05,1.26368e-05
74,8375.94,1.078,1.30546,0.79212,0.27503,0.07473,0.0477,0.03148,1.46898,5.08859,0.68608,1.22012e-05,1.22012e-05,1.22012e-05
75,8485.46,1.09474,1.34625,0.79296,0.24277,0.0889,0.04903,0.03248,1.46964,5.1006,0.6855,1.17656e-05,1.17656e-05,1.17656e-05
76,8595.9,1.08359,1.31755,0.79182,0.24614,0.10696,0.04987,0.03326,1.46793,5.0837,0.68522,1.133e-05,1.133e-05,1.133e-05
77,8704.79,1.08798,1.32864,0.79314,0.2217,0.08749,0.04745,0.03154,1.46488,5.14332,0.68505,1.08944e-05,1.08944e-05,1.08944e-05
78,8814.66,1.08905,1.31935,0.79273,0.23733,0.09718,0.04804,0.03172,1.4681,5.16445,0.68562,1.04588e-05,1.04588e-05,1.04588e-05
79,8924.08,1.07438,1.28629,0.789,0.22603,0.09918,0.04837,0.03253,1.46568,5.16758,0.68507,1.00232e-05,1.00232e-05,1.00232e-05
80,9033.31,1.07871,1.29528,0.79354,0.24256,0.09716,0.04791,0.03213,1.46341,5.07859,0.68528,9.5876e-06,9.5876e-06,9.5876e-06
81,9142.55,1.07567,1.28646,0.78984,0.24308,0.08832,0.04762,0.03175,1.46389,5.12589,0.68506,9.152e-06,9.152e-06,9.152e-06
82,9250.71,1.07812,1.28479,0.79162,0.23943,0.08885,0.05087,0.03364,1.46257,5.04172,0.68503,8.7164e-06,8.7164e-06,8.7164e-06
83,9359.09,1.0676,1.28387,0.79055,0.22806,0.098,0.05313,0.03548,1.46286,5.0715,0.68467,8.2808e-06,8.2808e-06,8.2808e-06
84,9467.51,1.08481,1.2714,0.79116,0.25144,0.09649,0.05391,0.03604,1.46365,5.05734,0.68516,7.8452e-06,7.8452e-06,7.8452e-06
85,9575.53,1.06464,1.27155,0.79458,0.26085,0.09681,0.05347,0.03589,1.45832,5.07048,0.68495,7.4096e-06,7.4096e-06,7.4096e-06
86,9684.37,1.07972,1.25724,0.79222,0.25839,0.10321,0.05201,0.03444,1.46287,5.08388,0.68512,6.974e-06,6.974e-06,6.974e-06
