epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,1028.51,1.30775,2.79134,0.80739,0.00558,0.18113,0.01328,0.00983,1.61982,6.19758,0.69414,3.87728e-05,3.87728e-05,3.87728e-05
14,1106.75,1.28768,2.691,0.81291,0.00551,0.19058,0.01341,0.00983,1.61967,5.91363,0.69495,3.83372e-05,3.83372e-05,3.83372e-05
15,1185.15,1.29343,2.60621,0.80852,0.00509,0.19283,0.01464,0.01086,1.58767,5.77049,0.69049,3.79016e-05,3.79016e-05,3.79016e-05
16,1263.41,1.2668,2.52505,0.8095,0.00542,0.20322,0.01525,0.01127,1.59352,5.66141,0.69135,3.7466e-05,3.7466e-05,3.7466e-05
17,1341.77,1.25561,2.46374,0.80847,0.33435,0.0311,0.01659,0.01203,1.57972,5.5575,0.69182,3.70304e-05,3.70304e-05,3.70304e-05
18,1419.89,1.28097,2.43603,0.80895,0.12543,0.06822,0.01685,0.01237,1.60488,5.41596,0.69124,3.65948e-05,3.65948e-05,3.65948e-05
19,1497.89,1.24908,2.39046,0.8054,0.12571,0.08821,0.01775,0.01326,1.59534,5.9053,0.69266,3.61592e-05,3.61592e-05,3.61592e-05
20,1576.14,1.26169,2.36531,0.80711,0.21625,0.04605,0.01805,0.01302,1.59806,5.69523,0.69144,3.57236e-05,3.57236e-05,3.57236e-05
21,1654.17,1.25158,2.28134,0.80275,0.1793,0.05575,0.01987,0.01393,1.60004,5.64015,0.69145,3.5288e-05,3.5288e-05,3.5288e-05
22,1732.56,1.22697,2.26975,0.80694,0.05022,0.15851,0.01835,0.01385,1.57878,5.44021,0.69166,3.48524e-05,3.48524e-05,3.48524e-05
23,1810.58,1.23697,2.23171,0.80436,0.16128,0.07754,0.01939,0.01369,1.57104,5.43678,0.69208,3.44168e-05,3.44168e-05,3.44168e-05
24,1888.99,1.23861,2.168,0.80638,0.206,0.04467,0.01973,0.01464,1.58894,5.70695,0.69091,3.39812e-05,3.39812e-05,3.39812e-05
25,1967.25,1.2443,2.14685,0.80272,0.27345,0.03768,0.01923,0.01378,1.57825,5.64856,0.69001,3.35456e-05,3.35456e-05,3.35456e-05
26,2045.66,1.21434,2.09332,0.80566,0.22299,0.0388,0.02172,0.01519,1.58728,5.44102,0.69121,3.311e-05,3.311e-05,3.311e-05
27,2123.54,1.21481,2.10582,0.80253,0.13007,0.08443,0.02029,0.01474,1.59631,5.29985,0.69139,3.26744e-05,3.26744e-05,3.26744e-05
28,2201.83,1.21561,2.02768,0.80336,0.22643,0.04207,0.02302,0.01618,1.56686,5.35592,0.68909,3.22388e-05,3.22388e-05,3.22388e-05
29,2280.08,1.21985,2.02267,0.80211,0.09652,0.122,0.02531,0.01694,1.57769,5.47688,0.69127,3.18032e-05,3.18032e-05,3.18032e-05
30,2358.58,1.20489,2.03193,0.80087,0.20872,0.04882,0.02504,0.0178,1.55126,5.54192,0.68831,3.13676e-05,3.13676e-05,3.13676e-05
31,2436.68,1.20777,1.99709,0.80357,0.24549,0.04972,0.03868,0.01948,1.56765,5.30712,0.68926,3.0932e-05,3.0932e-05,3.0932e-05
32,2515.07,1.19458,1.93862,0.8007,0.21851,0.04354,0.02791,0.01904,1.56151,5.32742,0.6873,3.04964e-05,3.04964e-05,3.04964e-05
33,2593.49,1.20284,1.93274,0.8011,0.17161,0.06663,0.02865,0.01902,1.5691,5.34778,0.68805,3.00608e-05,3.00608e-05,3.00608e-05
34,2671.72,1.19989,1.88317,0.8025,0.24117,0.05484,0.02844,0.0194,1.55239,5.30637,0.68758,2.96252e-05,2.96252e-05,2.96252e-05
35,2749.77,1.18698,1.89174,0.80143,0.24349,0.05774,0.04197,0.02207,1.55876,5.42941,0.68699,2.91896e-05,2.91896e-05,2.91896e-05
36,2827.68,1.20177,1.89703,0.79778,0.23896,0.04823,0.03328,0.02234,1.55068,5.32905,0.68721,2.8754e-05,2.8754e-05,2.8754e-05
37,2905.5,1.18531,1.84223,0.79856,0.23986,0.05602,0.04309,0.02367,1.54594,5.38386,0.68402,2.83184e-05,2.83184e-05,2.83184e-05
38,2983.17,1.19196,1.83539,0.80145,0.22056,0.05137,0.04253,0.02309,1.56142,5.31565,0.68828,2.78828e-05,2.78828e-05,2.78828e-05
39,3068.06,1.18029,1.83532,0.79796,0.22209,0.05119,0.03574,0.0223,1.55142,5.24858,0.68603,2.74472e-05,2.74472e-05,2.74472e-05
40,3157.83,1.1818,1.80905,0.79707,0.21851,0.06422,0.04336,0.02366,1.54854,5.51009,0.68608,2.70116e-05,2.70116e-05,2.70116e-05
41,3246.7,1.1864,1.76979,0.79984,0.23116,0.06333,0.04301,0.02345,1.55834,5.34502,0.68795,2.6576e-05,2.6576e-05,2.6576e-05
42,3335.26,1.18532,1.76448,0.79832,0.23724,0.06217,0.04458,0.02459,1.52809,5.16884,0.68585,2.61404e-05,2.61404e-05,2.61404e-05
43,3424.43,1.17668,1.75024,0.80154,0.23394,0.05443,0.03657,0.02455,1.52198,5.20271,0.68692,2.57048e-05,2.57048e-05,2.57048e-05
44,3513.35,1.18509,1.74905,0.80098,0.23046,0.06035,0.04457,0.02399,1.54348,5.18272,0.68831,2.52692e-05,2.52692e-05,2.52692e-05
45,3602.86,1.17648,1.74124,0.79728,0.23028,0.05909,0.04569,0.02526,1.52789,5.14353,0.68753,2.48336e-05,2.48336e-05,2.48336e-05
46,3691.61,1.17479,1.70199,0.79845,0.22934,0.06366,0.0459,0.02859,1.53163,5.16162,0.68632,2.4398e-05,2.4398e-05,2.4398e-05
47,3780.73,1.17163,1.68358,0.79667,0.2298,0.05718,0.047,0.02707,1.53965,5.20616,0.68644,2.39624e-05,2.39624e-05,2.39624e-05
48,3870.08,1.15945,1.64404,0.79887,0.24568,0.05703,0.04774,0.02742,1.5361,5.16941,0.68811,2.35268e-05,2.35268e-05,2.35268e-05
49,3959.24,1.17349,1.68169,0.79836,0.24223,0.06399,0.04928,0.02881,1.52218,5.11547,0.68662,2.30912e-05,2.30912e-05,2.30912e-05
50,4048.49,1.16421,1.66568,0.7997,0.22307,0.06434,0.04856,0.02807,1.52602,5.19902,0.68785,2.26556e-05,2.26556e-05,2.26556e-05
51,4138.92,1.16812,1.65093,0.79617,0.24025,0.06356,0.04778,0.0263,1.522,5.24566,0.6867,2.222e-05,2.222e-05,2.222e-05
52,4224.85,1.17068,1.62914,0.79435,0.25148,0.05987,0.04778,0.02694,1.51525,5.14292,0.68556,2.17844e-05,2.17844e-05,2.17844e-05
53,4310.83,1.1663,1.63587,0.79784,0.23946,0.06661,0.05045,0.02897,1.51657,5.11685,0.68623,2.13488e-05,2.13488e-05,2.13488e-05
54,4397.01,1.14274,1.60864,0.79748,0.24794,0.06938,0.04962,0.02747,1.5075,5.09188,0.68636,2.09132e-05,2.09132e-05,2.09132e-05
55,4483.47,1.15123,1.58423,0.79506,0.23363,0.0634,0.04976,0.03092,1.51556,5.18405,0.6854,2.04776e-05,2.04776e-05,2.04776e-05
56,4569.76,1.15709,1.58953,0.80026,0.24077,0.06767,0.05099,0.03094,1.51209,5.18175,0.68617,2.0042e-05,2.0042e-05,2.0042e-05
57,4655.34,1.14943,1.57511,0.79727,0.21962,0.06789,0.05074,0.02791,1.51954,4.98402,0.68653,1.96064e-05,1.96064e-05,1.96064e-05
58,4738.56,1.14023,1.55752,0.79848,0.23713,0.06443,0.05188,0.03014,1.5122,5.05715,0.68308,1.91708e-05,1.91708e-05,1.91708e-05
59,4818.77,1.1493,1.56074,0.79974,0.23593,0.07098,0.05238,0.03168,1.50465,4.97336,0.68445,1.87352e-05,1.87352e-05,1.87352e-05
60,4899.03,1.15371,1.56302,0.7968,0.2443,0.06975,0.05307,0.03196,1.50964,5.11542,0.68472,1.82996e-05,1.82996e-05,1.82996e-05
61,4979.01,1.14503,1.54563,0.79624,0.23058,0.06936,0.05213,0.03107,1.50595,4.96498,0.6835,1.7864e-05,1.7864e-05,1.7864e-05
62,5058.9,1.13035,1.52769,0.79699,0.21657,0.06758,0.05458,0.03464,1.50277,4.95574,0.68232,1.74284e-05,1.74284e-05,1.74284e-05
63,5138.84,1.1539,1.53946,0.79558,0.22755,0.07139,0.05499,0.03437,1.502,5.03644,0.6837,1.69928e-05,1.69928e-05,1.69928e-05
64,5218.36,1.11679,1.50377,0.79737,0.23094,0.07204,0.05525,0.03298,1.49804,4.99436,0.68163,1.65572e-05,1.65572e-05,1.65572e-05
65,5298.16,1.13039,1.49208,0.79709,0.22011,0.07455,0.05638,0.03292,1.4915,5.02081,0.68219,1.61216e-05,1.61216e-05,1.61216e-05
66,5378.25,1.14183,1.50277,0.79662,0.20613,0.0747,0.05512,0.03463,1.49941,5.04398,0.68186,1.5686e-05,1.5686e-05,1.5686e-05
67,5458.38,1.13745,1.49518,0.79572,0.22364,0.07244,0.05294,0.03258,1.4934,5.01666,0.6814,1.52504e-05,1.52504e-05,1.52504e-05
68,5538.62,1.13562,1.48623,0.79707,0.23062,0.07458,0.05445,0.03338,1.49175,5.06799,0.68183,1.48148e-05,1.48148e-05,1.48148e-05
69,5619.05,1.12305,1.457,0.79688,0.23874,0.08263,0.05836,0.03753,1.49581,5.01337,0.68225,1.43792e-05,1.43792e-05,1.43792e-05
70,5699.52,1.12364,1.47571,0.79457,0.22245,0.08265,0.0573,0.03672,1.48509,5.08475,0.68153,1.39436e-05,1.39436e-05,1.39436e-05
71,5779.28,1.1373,1.49326,0.79712,0.22193,0.08293,0.05812,0.03667,1.49647,4.98292,0.68166,1.3508e-05,1.3508e-05,1.3508e-05
72,5860.06,1.13831,1.46309,0.79811,0.21924,0.07525,0.0578,0.03725,1.49179,5.01389,0.6791,1.30724e-05,1.30724e-05,1.30724e-05
73,5941.74,1.11452,1.45992,0.79627,0.21306,0.07099,0.05702,0.03718,1.49099,5.02216,0.68126,1.26368e-05,1.26368e-05,1.26368e-05
74,6027.37,1.13225,1.46355,0.79511,0.23318,0.08538,0.05801,0.03702,1.49285,4.94603,0.68106,1.22012e-05,1.22012e-05,1.22012e-05
75,6113.53,1.12624,1.44626,0.79464,0.22525,0.0851,0.05861,0.03829,1.48785,4.9244,0.68115,1.17656e-05,1.17656e-05,1.17656e-05
76,6199.92,1.13944,1.46211,0.79509,0.22324,0.07808,0.05802,0.03662,1.48555,4.94959,0.68088,1.133e-05,1.133e-05,1.133e-05
77,6285.16,1.13006,1.44561,0.79342,0.21827,0.08645,0.05819,0.03692,1.4892,4.97323,0.67864,1.08944e-05,1.08944e-05,1.08944e-05
78,6370.11,1.12059,1.43741,0.79215,0.22021,0.07643,0.05851,0.03632,1.48899,4.99088,0.67884,1.04588e-05,1.04588e-05,1.04588e-05
79,6454.89,1.13689,1.44028,0.79609,0.22291,0.08807,0.05901,0.0371,1.48458,4.96145,0.68111,1.00232e-05,1.00232e-05,1.00232e-05
80,6539.86,1.13303,1.4431,0.796,0.23569,0.08859,0.05859,0.0379,1.48381,5.01839,0.67768,9.5876e-06,9.5876e-06,9.5876e-06
81,6625.82,1.11539,1.41687,0.79102,0.23452,0.08842,0.05908,0.03729,1.48791,4.99341,0.67751,9.152e-06,9.152e-06,9.152e-06
82,6712.4,1.11363,1.41156,0.7936,0.24407,0.08715,0.06022,0.03873,1.48475,4.91387,0.67762,8.7164e-06,8.7164e-06,8.7164e-06
83,6798.04,1.12659,1.4251,0.79449,0.22651,0.08609,0.05961,0.03745,1.48159,4.95356,0.67724,8.2808e-06,8.2808e-06,8.2808e-06
84,6882.59,1.12476,1.41351,0.79529,0.21877,0.08636,0.06012,0.03817,1.48394,4.95906,0.67535,7.8452e-06,7.8452e-06,7.8452e-06
85,6967.8,1.11689,1.41255,0.79293,0.21863,0.07833,0.05939,0.03765,1.48609,4.96433,0.67725,7.4096e-06,7.4096e-06,7.4096e-06
86,7052.91,1.10846,1.40214,0.79326,0.2117,0.08736,0.06004,0.03856,1.48166,4.98159,0.67493,6.974e-06,6.974e-06,6.974e-06
87,7137.77,1.10603,1.39317,0.79347,0.22097,0.08802,0.06099,0.03966,1.48185,4.97358,0.67601,6.5384e-06,6.5384e-06,6.5384e-06
88,7223.52,1.11661,1.40525,0.79555,0.22734,0.07951,0.05988,0.03865,1.47927,5.01618,0.67597,6.1028e-06,6.1028e-06,6.1028e-06
89,7309.68,1.10662,1.39442,0.79603,0.22708,0.08081,0.06082,0.03928,1.47698,4.9881,0.67482,5.6672e-06,5.6672e-06,5.6672e-06
90,7394.48,1.12454,1.3837,0.79515,0.22804,0.08075,0.0606,0.03913,1.48351,4.95709,0.67536,5.2316e-06,5.2316e-06,5.2316e-06
91,7493.92,1.01615,1.30155,0.79858,0.22287,0.07838,0.05709,0.03607,1.4871,5.05064,0.67651,4.796e-06,4.796e-06,4.796e-06
92,7573.09,1.02115,1.28745,0.8016,0.22362,0.08067,0.05789,0.03724,1.48896,5.04549,0.67646,4.3604e-06,4.3604e-06,4.3604e-06
93,7652.36,1.0219,1.28159,0.79658,0.22303,0.08278,0.05813,0.03766,1.48965,5.04972,0.676,3.9248e-06,3.9248e-06,3.9248e-06
94,7732.09,1.01172,1.28423,0.79573,0.22372,0.0812,0.05808,0.03763,1.49066,5.02537,0.6759,3.4892e-06,3.4892e-06,3.4892e-06
95,7811.77,1.01066,1.27688,0.79856,0.22303,0.08155,0.05836,0.0378,1.49466,5.03109,0.67634,3.0536e-06,3.0536e-06,3.0536e-06
96,7895.72,1.01474,1.26779,0.79594,0.22444,0.08191,0.05918,0.03772,1.49508,4.99125,0.67651,2.618e-06,2.618e-06,2.618e-06
97,7982.28,1.01697,1.27162,0.79504,0.21885,0.08165,0.05943,0.03864,1.49232,4.99931,0.67635,2.1824e-06,2.1824e-06,2.1824e-06
98,8066.72,1.01523,1.27163,0.79914,0.21878,0.08177,0.05951,0.03793,1.49142,4.97505,0.67636,1.7468e-06,1.7468e-06,1.7468e-06
99,8153.61,1.02217,1.26669,0.79974,0.22666,0.08291,0.0595,0.03868,1.49022,4.97585,0.67621,1.3112e-06,1.3112e-06,1.3112e-06
100,8236.37,1.00522,1.26062,0.79836,0.21825,0.08371,0.05949,0.03783,1.489,4.97353,0.67615,8.756e-07,8.756e-07,8.756e-07
