epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,3724.41,1.1712,1.96166,0.79778,0.01223,0.26701,0.02995,0.02174,1.56145,5.71811,0.69075,2.74472e-05,2.74472e-05,2.74472e-05
40,3813.76,1.18332,1.93742,0.79702,0.0371,0.22299,0.02903,0.02077,1.54699,5.58679,0.6887,2.70116e-05,2.70116e-05,2.70116e-05
41,3903.36,1.18532,1.90433,0.79997,0.18069,0.07377,0.02732,0.01941,1.56469,5.74347,0.69185,2.6576e-05,2.6576e-05,2.6576e-05
42,3992.57,1.18191,1.8924,0.79728,0.00903,0.28923,0.02865,0.02092,1.53774,5.73708,0.68999,2.61404e-05,2.61404e-05,2.61404e-05
43,4081.88,1.17802,1.8821,0.80105,0.15999,0.09821,0.03068,0.02227,1.53147,5.50114,0.68991,2.57048e-05,2.57048e-05,2.57048e-05
44,4170.72,1.18414,1.87131,0.80214,0.161,0.10924,0.03226,0.0235,1.54297,5.59569,0.68901,2.52692e-05,2.52692e-05,2.52692e-05
45,4259.69,1.17529,1.871,0.79815,0.15511,0.11549,0.03195,0.02296,1.53261,5.47725,0.68907,2.48336e-05,2.48336e-05,2.48336e-05
46,4348.35,1.17317,1.82625,0.79704,0.1662,0.09495,0.03295,0.02346,1.53599,5.38666,0.68959,2.4398e-05,2.4398e-05,2.4398e-05
47,4437.96,1.17095,1.80653,0.79704,0.14818,0.11788,0.03328,0.02394,1.5512,5.32411,0.68949,2.39624e-05,2.39624e-05,2.39624e-05
48,4526.79,1.15876,1.76852,0.79861,0.15909,0.10367,0.03457,0.02505,1.53204,5.36029,0.68855,2.35268e-05,2.35268e-05,2.35268e-05
49,4615.21,1.16833,1.7948,0.79776,0.14356,0.12779,0.03405,0.02447,1.5322,5.45367,0.6894,2.30912e-05,2.30912e-05,2.30912e-05
50,4703.69,1.16302,1.78128,0.7978,0.04699,0.19342,0.03445,0.02487,1.52455,5.34326,0.68902,2.26556e-05,2.26556e-05,2.26556e-05
51,4793.28,1.16685,1.7688,0.7957,0.19119,0.06943,0.03404,0.02389,1.53485,5.54071,0.68736,2.222e-05,2.222e-05,2.222e-05
52,4882.01,1.17136,1.74374,0.7939,0.01011,0.30129,0.0375,0.02441,1.51375,5.5441,0.68764,2.17844e-05,2.17844e-05,2.17844e-05
53,4970.69,1.16825,1.74282,0.79743,0.2161,0.07997,0.0351,0.02454,1.52017,5.4896,0.68723,2.13488e-05,2.13488e-05,2.13488e-05
54,5059.2,1.15051,1.73106,0.79795,0.2572,0.06867,0.03642,0.0258,1.51724,5.40246,0.6875,2.09132e-05,2.09132e-05,2.09132e-05
55,5147.57,1.15547,1.70585,0.79549,0.17263,0.11015,0.03679,0.02575,1.51978,5.45186,0.68773,2.04776e-05,2.04776e-05,2.04776e-05
56,5235.96,1.15619,1.70046,0.79885,0.18007,0.10941,0.03672,0.02604,1.51671,5.45019,0.68836,2.0042e-05,2.0042e-05,2.0042e-05
57,5324.55,1.15015,1.68781,0.79665,0.20172,0.08029,0.03726,0.02651,1.52916,5.38741,0.68851,1.96064e-05,1.96064e-05,1.96064e-05
58,5412.54,1.13897,1.66046,0.79814,0.27237,0.06414,0.03735,0.02707,1.52496,5.45575,0.68826,1.91708e-05,1.91708e-05,1.91708e-05
59,5500.4,1.14621,1.66615,0.79897,0.25103,0.06425,0.04608,0.02833,1.51815,5.40169,0.6882,1.87352e-05,1.87352e-05,1.87352e-05
60,5588.97,1.15205,1.67365,0.79649,0.23015,0.08871,0.0409,0.02798,1.50438,5.37831,0.68738,1.82996e-05,1.82996e-05,1.82996e-05
61,5677.2,1.14634,1.65319,0.7963,0.2668,0.07401,0.04725,0.02814,1.51551,5.27228,0.68762,1.7864e-05,1.7864e-05,1.7864e-05
62,5765.6,1.127,1.62893,0.79564,0.25248,0.08412,0.04686,0.028,1.50834,5.36033,0.68771,1.74284e-05,1.74284e-05,1.74284e-05
63,5853.85,1.15381,1.64388,0.79535,0.27021,0.08184,0.04643,0.02754,1.50948,5.28815,0.68703,1.69928e-05,1.69928e-05,1.69928e-05
64,5942.14,1.11129,1.59823,0.79683,0.25791,0.0646,0.03856,0.02799,1.50835,5.45435,0.6883,1.65572e-05,1.65572e-05,1.65572e-05
65,6030.55,1.13152,1.59823,0.7964,0.2621,0.08325,0.04217,0.02718,1.50369,5.35549,0.68726,1.61216e-05,1.61216e-05,1.61216e-05
66,6119.24,1.13951,1.59206,0.79629,0.20799,0.08396,0.03863,0.0273,1.50751,5.40778,0.68888,1.5686e-05,1.5686e-05,1.5686e-05
67,6207.49,1.13082,1.57869,0.79558,0.25367,0.0799,0.0488,0.02944,1.51949,5.38681,0.68869,1.52504e-05,1.52504e-05,1.52504e-05
68,6296,1.13626,1.58362,0.79628,0.25113,0.0784,0.04815,0.02926,1.50811,5.28952,0.68825,1.48148e-05,1.48148e-05,1.48148e-05
69,6384.29,1.12283,1.5488,0.79551,0.25454,0.08007,0.0433,0.02781,1.50931,5.2998,0.68815,1.43792e-05,1.43792e-05,1.43792e-05
70,6472.48,1.12267,1.5695,0.79501,0.2452,0.07715,0.04549,0.0297,1.50251,5.42028,0.68799,1.39436e-05,1.39436e-05,1.39436e-05
71,6560.87,1.13566,1.59349,0.79613,0.21879,0.09594,0.04322,0.02786,1.50931,5.29681,0.6879,1.3508e-05,1.3508e-05,1.3508e-05
72,6648.96,1.13429,1.55612,0.7979,0.24576,0.08073,0.04139,0.02637,1.50894,5.39874,0.68741,1.30724e-05,1.30724e-05,1.30724e-05
73,6737.29,1.11503,1.54565,0.79679,0.23085,0.07793,0.04033,0.02814,1.50165,5.39074,0.68701,1.26368e-05,1.26368e-05,1.26368e-05
74,6825.32,1.13643,1.55225,0.79393,0.22534,0.08897,0.0444,0.02832,1.50675,5.34126,0.68689,1.22012e-05,1.22012e-05,1.22012e-05
75,6913.28,1.13136,1.53632,0.79385,0.21903,0.09419,0.04531,0.02959,1.50581,5.29223,0.68703,1.17656e-05,1.17656e-05,1.17656e-05
76,7001.34,1.13907,1.55886,0.79405,0.23869,0.09092,0.04362,0.02916,1.5087,5.31943,0.6876,1.133e-05,1.133e-05,1.133e-05
77,7089.34,1.12558,1.53223,0.79185,0.2483,0.09325,0.04258,0.0282,1.49762,5.33856,0.68731,1.08944e-05,1.08944e-05,1.08944e-05
78,7177.27,1.11796,1.53776,0.79129,0.24544,0.09504,0.0446,0.02986,1.50362,5.42981,0.68723,1.04588e-05,1.04588e-05,1.04588e-05
79,7265.05,1.13516,1.53975,0.79525,0.24357,0.09344,0.05068,0.03056,1.5036,5.38976,0.68727,1.00232e-05,1.00232e-05,1.00232e-05
80,7353.49,1.13077,1.53113,0.79526,0.22774,0.09099,0.04837,0.03159,1.50226,5.42664,0.68749,9.5876e-06,9.5876e-06,9.5876e-06
81,7441.78,1.11193,1.49867,0.79022,0.23054,0.09241,0.04617,0.03077,1.49922,5.39435,0.68733,9.152e-06,9.152e-06,9.152e-06
82,7529.25,1.10634,1.4994,0.79273,0.22246,0.09543,0.04689,0.03068,1.49649,5.33358,0.6877,8.7164e-06,8.7164e-06,8.7164e-06
