epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,3318.65,1.5608,2.57814,0.79009,0.27402,0.01847,0.02263,0.01214,1.6799,5.12622,0.66954,3.26744e-05,3.26744e-05,3.26744e-05
28,3436.39,1.53059,2.5108,0.79018,0.29956,0.01872,0.02452,0.01558,1.65143,5.51757,0.66664,3.22388e-05,3.22388e-05,3.22388e-05
29,3554.57,1.56413,2.49009,0.78686,0.2968,0.01786,0.02322,0.01371,1.667,5.06858,0.66479,3.18032e-05,3.18032e-05,3.18032e-05
30,3672.94,1.52669,2.42435,0.78972,0.25062,0.03426,0.02674,0.0167,1.64505,5.1422,0.66429,3.13676e-05,3.13676e-05,3.13676e-05
31,3790.69,1.50819,2.3712,0.78655,0.23863,0.03552,0.02749,0.01787,1.65066,4.81713,0.6663,3.0932e-05,3.0932e-05,3.0932e-05
32,3909.6,1.49797,2.36554,0.79089,0.24458,0.03913,0.02707,0.0174,1.64864,5.10383,0.66707,3.04964e-05,3.04964e-05,3.04964e-05
33,4027.42,1.51461,2.29172,0.78931,0.25522,0.03637,0.02831,0.01684,1.65672,4.94237,0.66545,3.00608e-05,3.00608e-05,3.00608e-05
34,4144.71,1.51404,2.27374,0.78705,0.28832,0.02665,0.02605,0.01529,1.66046,5.10015,0.66397,2.96252e-05,2.96252e-05,2.96252e-05
35,4262.93,1.50182,2.24345,0.79109,0.2759,0.03318,0.03328,0.01631,1.6428,5.04806,0.66532,2.91896e-05,2.91896e-05,2.91896e-05
36,4381.54,1.51166,2.21054,0.78847,0.26207,0.03089,0.02818,0.01766,1.64808,4.90906,0.66606,2.8754e-05,2.8754e-05,2.8754e-05
37,4499.74,1.51276,2.21102,0.78588,0.31645,0.02599,0.02976,0.02022,1.64324,4.9352,0.66683,2.83184e-05,2.83184e-05,2.83184e-05
38,4618.72,1.49642,2.14389,0.78678,0.28769,0.03559,0.03043,0.01932,1.62967,4.84641,0.66331,2.78828e-05,2.78828e-05,2.78828e-05
39,4737.42,1.49575,2.12381,0.78754,0.31106,0.0304,0.03136,0.02126,1.6129,4.70309,0.6657,2.74472e-05,2.74472e-05,2.74472e-05
40,4855.93,1.51518,2.09727,0.78657,0.29975,0.04002,0.02969,0.01864,1.6144,4.90297,0.6625,2.70116e-05,2.70116e-05,2.70116e-05
41,4973.85,1.51322,2.08971,0.78868,0.32544,0.02932,0.03103,0.01974,1.62538,4.76017,0.66343,2.6576e-05,2.6576e-05,2.6576e-05
42,5092.86,1.49144,2.03769,0.78759,0.35232,0.03399,0.03978,0.02201,1.61876,4.73181,0.664,2.61404e-05,2.61404e-05,2.61404e-05
43,5212.14,1.49162,2.01444,0.78738,0.33831,0.03587,0.04168,0.02221,1.60973,4.74973,0.66466,2.57048e-05,2.57048e-05,2.57048e-05
44,5329.9,1.49031,2.00889,0.7863,0.33046,0.0336,0.03205,0.02109,1.63407,4.80841,0.66465,2.52692e-05,2.52692e-05,2.52692e-05
45,5447.85,1.48281,1.99178,0.78453,0.28248,0.04402,0.0363,0.02456,1.61669,4.63705,0.66307,2.48336e-05,2.48336e-05,2.48336e-05
46,5565.32,1.48038,1.99028,0.78526,0.31094,0.04379,0.03776,0.02591,1.60613,4.60112,0.66129,2.4398e-05,2.4398e-05,2.4398e-05
47,5683.3,1.48529,1.94696,0.78506,0.28195,0.04609,0.0357,0.02376,1.60427,4.6782,0.66287,2.39624e-05,2.39624e-05,2.39624e-05
48,5800.79,1.49284,1.96,0.78629,0.2733,0.05018,0.03643,0.02439,1.61525,4.5867,0.66488,2.35268e-05,2.35268e-05,2.35268e-05
49,5917.18,1.48217,1.92416,0.78298,0.29045,0.04989,0.03626,0.0252,1.60922,4.83228,0.66209,2.30912e-05,2.30912e-05,2.30912e-05
50,6034.91,1.47993,1.92212,0.78507,0.2866,0.04681,0.03685,0.02521,1.60592,4.64051,0.66444,2.26556e-05,2.26556e-05,2.26556e-05
51,6152.19,1.46632,1.89609,0.78369,0.29629,0.04573,0.03665,0.02495,1.61214,4.60731,0.66383,2.222e-05,2.222e-05,2.222e-05
52,6269.79,1.46477,1.86706,0.78482,0.26841,0.0502,0.03758,0.0263,1.60121,4.69827,0.66431,2.17844e-05,2.17844e-05,2.17844e-05
53,6387.88,1.4518,1.83891,0.7855,0.35632,0.03717,0.0447,0.02734,1.60256,4.47443,0.66434,2.13488e-05,2.13488e-05,2.13488e-05
54,6505.17,1.48327,1.87897,0.78611,0.36192,0.04164,0.04477,0.02572,1.60244,4.67967,0.66249,2.09132e-05,2.09132e-05,2.09132e-05
55,6623.48,1.46778,1.84519,0.78265,0.39346,0.03171,0.04347,0.02314,1.59416,4.7094,0.66257,2.04776e-05,2.04776e-05,2.04776e-05
56,6740.54,1.47184,1.84927,0.78442,0.34266,0.04733,0.04787,0.02723,1.59181,4.63541,0.66321,2.0042e-05,2.0042e-05,2.0042e-05
57,6858.95,1.47056,1.83833,0.78147,0.26817,0.05201,0.03926,0.02724,1.5984,4.59184,0.66268,1.96064e-05,1.96064e-05,1.96064e-05
58,6977.34,1.47385,1.83281,0.78244,0.38121,0.0343,0.04656,0.02714,1.59351,4.61588,0.66333,1.91708e-05,1.91708e-05,1.91708e-05
59,7095.94,1.45084,1.78996,0.78553,0.26221,0.05821,0.04169,0.02938,1.58648,4.56796,0.66101,1.87352e-05,1.87352e-05,1.87352e-05
60,7214.17,1.47844,1.78077,0.7837,0.24795,0.05889,0.04114,0.02669,1.57969,4.50893,0.66312,1.82996e-05,1.82996e-05,1.82996e-05
61,7332.52,1.46381,1.77056,0.7821,0.27013,0.05722,0.04152,0.0273,1.59205,4.52934,0.6631,1.7864e-05,1.7864e-05,1.7864e-05
62,7450.95,1.45097,1.77745,0.78056,0.24497,0.06073,0.04319,0.03064,1.57599,4.5886,0.66387,1.74284e-05,1.74284e-05,1.74284e-05
63,7569.27,1.45863,1.77366,0.7846,0.2455,0.06151,0.041,0.02841,1.59802,4.58961,0.66355,1.69928e-05,1.69928e-05,1.69928e-05
64,7687.88,1.44406,1.74808,0.78442,0.24099,0.06203,0.04087,0.02836,1.57637,4.59423,0.66345,1.65572e-05,1.65572e-05,1.65572e-05
65,7806.55,1.45651,1.7396,0.78278,0.26321,0.06071,0.04025,0.0284,1.57617,4.60284,0.66301,1.61216e-05,1.61216e-05,1.61216e-05
66,7926.05,1.44788,1.72721,0.78048,0.26194,0.05917,0.03954,0.02734,1.56739,4.6366,0.66242,1.5686e-05,1.5686e-05,1.5686e-05
67,8043.52,1.4785,1.73901,0.78098,0.25117,0.06172,0.04004,0.02784,1.58297,4.62534,0.66321,1.52504e-05,1.52504e-05,1.52504e-05
68,8160.8,1.46076,1.7151,0.78073,0.3759,0.036,0.04819,0.02836,1.57907,4.57391,0.66282,1.48148e-05,1.48148e-05,1.48148e-05
69,8279,1.45195,1.69904,0.78082,0.37907,0.0337,0.04895,0.03003,1.58102,4.59666,0.66218,1.43792e-05,1.43792e-05,1.43792e-05
70,8396.08,1.4391,1.70339,0.78382,0.37247,0.03523,0.04858,0.02933,1.58242,4.56636,0.66092,1.39436e-05,1.39436e-05,1.39436e-05
71,8513.45,1.43729,1.69345,0.781,0.39613,0.0351,0.05002,0.02977,1.56973,4.5787,0.66189,1.3508e-05,1.3508e-05,1.3508e-05
72,8630.85,1.4473,1.66047,0.78109,0.38583,0.03562,0.05102,0.03079,1.57439,4.65129,0.66209,1.30724e-05,1.30724e-05,1.30724e-05
73,8747.64,1.44685,1.68143,0.7842,0.40478,0.03443,0.04952,0.03107,1.57739,4.57938,0.66219,1.26368e-05,1.26368e-05,1.26368e-05
74,8865.54,1.436,1.65087,0.78039,0.40113,0.03597,0.04916,0.02985,1.57324,4.54508,0.66135,1.22012e-05,1.22012e-05,1.22012e-05
75,8983.68,1.44197,1.6804,0.78058,0.411,0.0352,0.0506,0.03188,1.57469,4.5871,0.66177,1.17656e-05,1.17656e-05,1.17656e-05
76,9108.65,1.44067,1.65572,0.78232,0.37967,0.03821,0.05053,0.03203,1.57521,4.58831,0.66152,1.133e-05,1.133e-05,1.133e-05
77,9232.42,1.43934,1.67049,0.78141,0.38481,0.03682,0.05076,0.03132,1.57289,4.58099,0.66209,1.08944e-05,1.08944e-05,1.08944e-05
78,9356.21,1.44745,1.66133,0.78098,0.40345,0.03489,0.05114,0.0318,1.56882,4.58106,0.66107,1.04588e-05,1.04588e-05,1.04588e-05
79,9479.62,1.43241,1.66661,0.77915,0.41346,0.03382,0.04963,0.0295,1.57012,4.5897,0.6621,1.00232e-05,1.00232e-05,1.00232e-05
80,9605.05,1.44452,1.64894,0.78107,0.23234,0.0691,0.05092,0.03178,1.56603,4.58559,0.66193,9.5876e-06,9.5876e-06,9.5876e-06
81,9732.84,1.42733,1.64042,0.77938,0.42071,0.03457,0.05127,0.03185,1.56528,4.57855,0.66175,9.152e-06,9.152e-06,9.152e-06
82,9858.84,1.43273,1.64266,0.77943,0.42281,0.03525,0.05113,0.03156,1.56117,4.55465,0.66116,8.7164e-06,8.7164e-06,8.7164e-06
83,9984.92,1.41894,1.6413,0.78013,0.43077,0.03457,0.05112,0.03165,1.56176,4.53311,0.66163,8.2808e-06,8.2808e-06,8.2808e-06
84,10111.8,1.44473,1.62771,0.78013,0.43362,0.03278,0.0509,0.03145,1.56658,4.56456,0.65994,7.8452e-06,7.8452e-06,7.8452e-06
85,10238.6,1.42061,1.63402,0.78192,0.44246,0.0338,0.05154,0.03093,1.56932,4.56242,0.66048,7.4096e-06,7.4096e-06,7.4096e-06
86,10365.4,1.44587,1.62429,0.78044,0.42659,0.03402,0.05091,0.03055,1.56639,4.59176,0.66103,6.974e-06,6.974e-06,6.974e-06
87,10493.2,1.42203,1.61687,0.78124,0.43094,0.03451,0.05073,0.03129,1.56917,4.60633,0.66012,6.5384e-06,6.5384e-06,6.5384e-06
88,10623.2,1.42924,1.63046,0.78152,0.42171,0.03548,0.0513,0.03117,1.56828,4.60503,0.66141,6.1028e-06,6.1028e-06,6.1028e-06
89,10753,1.45006,1.64381,0.7794,0.41488,0.03481,0.05167,0.03307,1.56761,4.58348,0.66158,5.6672e-06,5.6672e-06,5.6672e-06
90,10883,1.43208,1.61308,0.77999,0.41587,0.03469,0.05154,0.03302,1.57135,4.5834,0.66151,5.2316e-06,5.2316e-06,5.2316e-06
91,11024.2,1.31216,1.49525,0.78665,0.2572,0.07358,0.05129,0.03082,1.5728,4.71223,0.66031,4.796e-06,4.796e-06,4.796e-06
92,11150.5,1.31394,1.4719,0.78574,0.24847,0.07151,0.05149,0.03015,1.57413,4.71421,0.65985,4.3604e-06,4.3604e-06,4.3604e-06
93,11276.9,1.29241,1.46221,0.78478,0.24889,0.07203,0.05066,0.02936,1.57194,4.70939,0.65986,3.9248e-06,3.9248e-06,3.9248e-06
94,11400.9,1.29861,1.47917,0.78378,0.24789,0.07158,0.05084,0.02949,1.572,4.67542,0.65975,3.4892e-06,3.4892e-06,3.4892e-06
95,11525.1,1.29202,1.46677,0.78507,0.23663,0.07309,0.05271,0.02992,1.57343,4.67374,0.65939,3.0536e-06,3.0536e-06,3.0536e-06
96,11654.5,1.27945,1.43659,0.787,0.23671,0.0731,0.05243,0.03018,1.57713,4.66954,0.6593,2.618e-06,2.618e-06,2.618e-06
97,11785.1,1.2938,1.46579,0.78505,0.2371,0.07368,0.05251,0.02976,1.57546,4.67774,0.65927,2.1824e-06,2.1824e-06,2.1824e-06
98,11911,1.29853,1.44932,0.78382,0.24545,0.07289,0.05258,0.0301,1.57429,4.67765,0.6594,1.7468e-06,1.7468e-06,1.7468e-06
99,12034.8,1.30134,1.45305,0.78447,0.24513,0.07325,0.05239,0.02981,1.57699,4.67486,0.65961,1.3112e-06,1.3112e-06,1.3112e-06
100,12160.4,1.28888,1.43794,0.78493,0.23358,0.07473,0.05252,0.03016,1.57422,4.67874,0.6596,8.756e-07,8.756e-07,8.756e-07
